InvoiceNo,PO_No,InvoiceSubTotal,InvoiceTax,InvoiceTotal,PO_Amount,ExpectedDate,PaymentDueDate,VendorName,Invoice_LineItems,PO_LineItems,IsFraud
INV-118567,PO-218567,781.78,0.05,859.3,859.3,2025-08-23 04:03:25.142182,2025-09-22 04:03:25.142182,Vendor_2,ItemList,POList,1
INV-118568,PO-218568,687.03,0.06,728.25,728.25,2025-08-14 04:03:25.142199,2025-09-13 04:03:25.142199,Vendor_17,ItemList,POList,0
INV-118569,PO-218569,556.34,0.11,645.03,645.03,2025-08-22 04:03:25.142205,2025-09-21 04:03:25.142205,Vendor_4,ItemList,POList,1
INV-118570,PO-218570,234.97,0.09,256.12,256.12,2025-08-30 04:03:25.142210,2025-09-29 04:03:25.142210,Vendor_4,ItemList,POList,0
INV-118571,PO-218571,396.73,0.06,463.57,463.57,2025-08-05 04:03:25.142215,2025-09-04 04:03:25.142215,Vendor_5,ItemList,POList,1
INV-118572,PO-218572,223.22,0.08,267.8,267.8,2025-08-20 04:03:25.142220,2025-09-19 04:03:25.142220,Vendor_14,ItemList,POList,1
INV-118573,PO-218573,752.42,0.06,804.0,804.0,2025-08-09 04:03:25.142225,2025-09-08 04:03:25.142225,Vendor_1,ItemList,POList,1
INV-118574,PO-218574,244.21,0.14,278.4,278.4,2025-09-02 04:03:25.142230,2025-10-02 04:03:25.142230,Vendor_2,ItemList,POList,0
INV-118575,PO-218575,731.9,0.07,794.5,794.5,2025-08-12 04:03:25.142235,2025-09-11 04:03:25.142235,Vendor_7,ItemList,POList,1
INV-118576,PO-218576,723.03,0.06,766.41,766.41,2025-08-16 04:03:25.142241,2025-09-15 04:03:25.142241,Vendor_2,ItemList,POList,0
INV-118577,PO-218577,513.37,0.11,607.16,607.16,2025-08-26 04:03:25.142246,2025-09-25 04:03:25.142246,Vendor_17,ItemList,POList,1
INV-118578,PO-218578,221.71,0.1,243.88,243.88,2025-08-24 04:03:25.142251,2025-09-23 04:03:25.142251,Vendor_7,ItemList,POList,0
INV-118579,PO-218579,383.32,0.11,425.49,425.49,2025-08-17 04:03:25.142259,2025-09-16 04:03:25.142259,Vendor_12,ItemList,POList,0
INV-118580,PO-218580,388.08,0.09,448.34,448.34,2025-08-30 04:03:25.142268,2025-09-29 04:03:25.142268,Vendor_13,ItemList,POList,1
INV-118581,PO-218581,730.35,0.1,829.14,829.14,2025-08-21 04:03:25.142277,2025-09-20 04:03:25.142277,Vendor_13,ItemList,POList,1
INV-118582,PO-218582,202.37,0.13,228.68,228.68,2025-08-14 04:03:25.142282,2025-09-13 04:03:25.142282,Vendor_20,ItemList,POList,0
INV-118583,PO-218583,846.16,0.07,905.39,905.39,2025-08-06 04:03:25.142287,2025-09-05 04:03:25.142287,Vendor_3,ItemList,POList,0
INV-118584,PO-218584,784.91,0.09,855.55,855.55,2025-08-22 04:03:25.142292,2025-09-21 04:03:25.142292,Vendor_1,ItemList,POList,0
INV-118585,PO-218585,267.68,0.15,356.84,356.84,2025-08-31 04:03:25.142297,2025-09-30 04:03:25.142297,Vendor_13,ItemList,POList,1
INV-118586,PO-218586,747.25,0.07,799.56,799.56,2025-08-07 04:03:25.142302,2025-09-06 04:03:25.142302,Vendor_5,ItemList,POList,0
INV-118587,PO-218587,701.66,0.08,757.79,757.79,2025-08-22 04:03:25.142307,2025-09-21 04:03:25.142307,Vendor_15,ItemList,POList,0
INV-118588,PO-218588,773.31,0.07,858.16,858.16,2025-08-24 04:03:25.142312,2025-09-23 04:03:25.142312,Vendor_3,ItemList,POList,1
INV-118589,PO-218589,270.04,0.05,283.54,283.54,2025-08-24 04:03:25.142317,2025-09-23 04:03:25.142317,Vendor_11,ItemList,POList,0
INV-118590,PO-218590,241.83,0.08,261.18,261.18,2025-08-25 04:03:25.142323,2025-09-24 04:03:25.142323,Vendor_7,ItemList,POList,0
INV-118591,PO-218591,312.84,0.05,328.48,328.48,2025-08-29 04:03:25.142327,2025-09-28 04:03:25.142327,Vendor_4,ItemList,POList,0
INV-118592,PO-218592,429.28,0.07,459.33,459.33,2025-08-07 04:03:25.142332,2025-09-06 04:03:25.142332,Vendor_6,ItemList,POList,0
INV-118593,PO-218593,814.3,0.09,897.85,897.85,2025-08-26 04:03:25.142338,2025-09-25 04:03:25.142338,Vendor_7,ItemList,POList,1
INV-118594,PO-218594,764.13,0.05,802.34,802.34,2025-08-14 04:03:25.142342,2025-09-13 04:03:25.142342,Vendor_9,ItemList,POList,0
INV-118595,PO-218595,932.91,0.13,1054.19,1054.19,2025-09-03 04:03:25.142347,2025-10-03 04:03:25.142347,Vendor_11,ItemList,POList,0
INV-118596,PO-218596,152.77,0.13,172.63,172.63,2025-08-15 04:03:25.142354,2025-09-14 04:03:25.142354,Vendor_12,ItemList,POList,0
INV-118597,PO-218597,110.4,0.09,144.85,144.85,2025-09-03 04:03:25.142363,2025-10-03 04:03:25.142363,Vendor_2,ItemList,POList,1
INV-118598,PO-218598,729.22,0.15,868.86,868.86,2025-09-02 04:03:25.142372,2025-10-02 04:03:25.142372,Vendor_14,ItemList,POList,1
INV-118599,PO-218599,351.36,0.12,393.52,393.52,2025-08-08 04:03:25.142380,2025-09-07 04:03:25.142380,Vendor_17,ItemList,POList,0
INV-118600,PO-218600,400.67,0.12,455.44,455.44,2025-08-27 04:03:25.142390,2025-09-26 04:03:25.142390,Vendor_18,ItemList,POList,1
INV-118601,PO-218601,592.12,0.07,654.98,654.98,2025-08-08 04:03:25.142395,2025-09-07 04:03:25.142395,Vendor_6,ItemList,POList,1
INV-118602,PO-218602,192.17,0.13,217.15,217.15,2025-08-19 04:03:25.142400,2025-09-18 04:03:25.142400,Vendor_14,ItemList,POList,0
INV-118603,PO-218603,678.42,0.14,773.4,773.4,2025-08-20 04:03:25.142405,2025-09-19 04:03:25.142405,Vendor_19,ItemList,POList,0
INV-118604,PO-218604,392.63,0.07,468.67,468.67,2025-08-11 04:03:25.142410,2025-09-10 04:03:25.142410,Vendor_4,ItemList,POList,1
INV-118605,PO-218605,669.44,0.12,749.77,749.77,2025-08-05 04:03:25.142415,2025-09-04 04:03:25.142415,Vendor_16,ItemList,POList,0
INV-118606,PO-218606,850.61,0.12,952.68,952.68,2025-08-29 04:03:25.142420,2025-09-28 04:03:25.142420,Vendor_16,ItemList,POList,0
INV-118607,PO-218607,254.0,0.08,313.13,313.13,2025-08-17 04:03:25.142425,2025-09-16 04:03:25.142425,Vendor_14,ItemList,POList,1
INV-118608,PO-218608,937.79,0.1,1031.57,1031.57,2025-08-21 04:03:25.142430,2025-09-20 04:03:25.142430,Vendor_18,ItemList,POList,0
INV-118609,PO-218609,577.62,0.06,634.02,634.02,2025-08-25 04:03:25.142435,2025-09-24 04:03:25.142435,Vendor_5,ItemList,POList,1
INV-118610,PO-218610,930.63,0.07,1012.57,1012.57,2025-08-28 04:03:25.142440,2025-09-27 04:03:25.142440,Vendor_20,ItemList,POList,1
INV-118611,PO-218611,286.96,0.06,304.18,304.18,2025-08-12 04:03:25.142445,2025-09-11 04:03:25.142445,Vendor_7,ItemList,POList,0
INV-118612,PO-218612,644.11,0.11,714.96,714.96,2025-08-10 04:03:25.142450,2025-09-09 04:03:25.142450,Vendor_17,ItemList,POList,0
INV-118613,PO-218613,463.5,0.11,514.48,514.48,2025-08-10 04:03:25.142456,2025-09-09 04:03:25.142456,Vendor_9,ItemList,POList,0
INV-118614,PO-218614,796.8,0.14,908.35,908.35,2025-08-31 04:03:25.142461,2025-09-30 04:03:25.142461,Vendor_10,ItemList,POList,0
INV-118615,PO-218615,645.32,0.1,727.59,727.59,2025-08-22 04:03:25.142466,2025-09-21 04:03:25.142466,Vendor_2,ItemList,POList,1
INV-118616,PO-218616,545.06,0.08,588.66,588.66,2025-08-08 04:03:25.142471,2025-09-07 04:03:25.142471,Vendor_4,ItemList,POList,0
INV-118617,PO-218617,921.69,0.06,976.99,976.99,2025-08-19 04:03:25.142476,2025-09-18 04:03:25.142476,Vendor_8,ItemList,POList,0
INV-118618,PO-218618,439.41,0.14,500.93,500.93,2025-08-12 04:03:25.142481,2025-09-11 04:03:25.142481,Vendor_10,ItemList,POList,0
INV-118619,PO-218619,297.98,0.1,327.78,327.78,2025-08-06 04:03:25.142486,2025-09-05 04:03:25.142486,Vendor_18,ItemList,POList,0
INV-118620,PO-218620,647.29,0.12,724.96,724.96,2025-08-26 04:03:25.142491,2025-09-25 04:03:25.142491,Vendor_1,ItemList,POList,0
INV-118621,PO-218621,661.63,0.05,736.99,736.99,2025-08-23 04:03:25.142496,2025-09-22 04:03:25.142496,Vendor_17,ItemList,POList,1
INV-118622,PO-218622,495.19,0.1,544.71,544.71,2025-09-03 04:03:25.142501,2025-10-03 04:03:25.142501,Vendor_15,ItemList,POList,0
INV-118623,PO-218623,537.95,0.08,604.06,604.06,2025-08-27 04:03:25.142506,2025-09-26 04:03:25.142506,Vendor_7,ItemList,POList,1
INV-118624,PO-218624,963.6,0.05,1054.72,1054.72,2025-08-13 04:03:25.142511,2025-09-12 04:03:25.142511,Vendor_11,ItemList,POList,1
INV-118625,PO-218625,759.42,0.13,858.14,858.14,2025-08-28 04:03:25.142524,2025-09-27 04:03:25.142524,Vendor_10,ItemList,POList,0
INV-118626,PO-218626,199.54,0.1,265.39,265.39,2025-08-16 04:03:25.142530,2025-09-15 04:03:25.142530,Vendor_8,ItemList,POList,1
INV-118627,PO-218627,290.92,0.08,314.19,314.19,2025-08-12 04:03:25.142535,2025-09-11 04:03:25.142535,Vendor_16,ItemList,POList,0
INV-118628,PO-218628,978.02,0.13,1105.16,1105.16,2025-08-29 04:03:25.142540,2025-09-28 04:03:25.142540,Vendor_18,ItemList,POList,0
INV-118629,PO-218629,753.82,0.09,847.55,847.55,2025-08-22 04:03:25.142545,2025-09-21 04:03:25.142545,Vendor_17,ItemList,POList,1
INV-118630,PO-218630,923.54,0.05,1017.25,1017.25,2025-08-10 04:03:25.142550,2025-09-09 04:03:25.142550,Vendor_5,ItemList,POList,1
INV-118631,PO-218631,373.48,0.14,425.77,425.77,2025-08-29 04:03:25.142555,2025-09-28 04:03:25.142555,Vendor_14,ItemList,POList,0
INV-118632,PO-218632,767.68,0.08,829.09,829.09,2025-08-17 04:03:25.142560,2025-09-16 04:03:25.142560,Vendor_2,ItemList,POList,0
INV-118633,PO-218633,742.6,0.13,839.14,839.14,2025-08-06 04:03:25.142565,2025-09-05 04:03:25.142565,Vendor_7,ItemList,POList,0
INV-118634,PO-218634,365.22,0.13,412.7,412.7,2025-08-29 04:03:25.142571,2025-09-28 04:03:25.142571,Vendor_8,ItemList,POList,0
INV-118635,PO-218635,595.73,0.07,637.43,637.43,2025-08-22 04:03:25.142580,2025-09-21 04:03:25.142580,Vendor_12,ItemList,POList,0
INV-118636,PO-218636,664.67,0.1,731.14,731.14,2025-08-13 04:03:25.142588,2025-09-12 04:03:25.142588,Vendor_20,ItemList,POList,0
INV-118637,PO-218637,533.02,0.05,559.67,559.67,2025-08-05 04:03:25.142597,2025-09-04 04:03:25.142597,Vendor_4,ItemList,POList,0
INV-118638,PO-218638,844.46,0.09,938.96,938.96,2025-08-10 04:03:25.142606,2025-09-09 04:03:25.142606,Vendor_2,ItemList,POList,1
INV-118639,PO-218639,849.58,0.12,951.53,951.53,2025-08-18 04:03:25.142613,2025-09-17 04:03:25.142613,Vendor_4,ItemList,POList,0
INV-118640,PO-218640,865.54,0.07,942.83,942.83,2025-08-10 04:03:25.142625,2025-09-09 04:03:25.142625,Vendor_12,ItemList,POList,1
INV-118641,PO-218641,823.08,0.06,882.29,882.29,2025-08-22 04:03:25.142630,2025-09-21 04:03:25.142630,Vendor_15,ItemList,POList,1
INV-118642,PO-218642,539.28,0.1,593.21,593.21,2025-08-15 04:03:25.142636,2025-09-14 04:03:25.142636,Vendor_1,ItemList,POList,0
INV-118643,PO-218643,443.29,0.1,487.62,487.62,2025-08-11 04:03:25.142641,2025-09-10 04:03:25.142641,Vendor_20,ItemList,POList,0
INV-118644,PO-218644,848.24,0.12,950.03,950.03,2025-08-30 04:03:25.142646,2025-09-29 04:03:25.142646,Vendor_2,ItemList,POList,0
INV-118645,PO-218645,541.18,0.13,611.53,611.53,2025-08-08 04:03:25.142651,2025-09-07 04:03:25.142651,Vendor_17,ItemList,POList,0
INV-118646,PO-218646,321.73,0.12,360.34,360.34,2025-08-08 04:03:25.142656,2025-09-07 04:03:25.142656,Vendor_12,ItemList,POList,0
INV-118647,PO-218647,556.61,0.13,628.97,628.97,2025-08-15 04:03:25.142661,2025-09-14 04:03:25.142661,Vendor_19,ItemList,POList,0
INV-118648,PO-218648,227.66,0.07,243.6,243.6,2025-08-29 04:03:25.142666,2025-09-28 04:03:25.142666,Vendor_19,ItemList,POList,0
INV-118649,PO-218649,722.47,0.11,801.94,801.94,2025-08-22 04:03:25.142671,2025-09-21 04:03:25.142671,Vendor_3,ItemList,POList,0
INV-118650,PO-218650,402.33,0.09,438.54,438.54,2025-08-19 04:03:25.142677,2025-09-18 04:03:25.142677,Vendor_10,ItemList,POList,0
INV-118651,PO-218651,334.59,0.15,384.78,384.78,2025-09-03 04:03:25.142685,2025-10-03 04:03:25.142685,Vendor_10,ItemList,POList,0
INV-118652,PO-218652,960.86,0.09,1047.34,1047.34,2025-08-13 04:03:25.142694,2025-09-12 04:03:25.142694,Vendor_19,ItemList,POList,0
INV-118653,PO-218653,799.19,0.15,919.07,919.07,2025-08-29 04:03:25.142703,2025-09-28 04:03:25.142703,Vendor_6,ItemList,POList,0
INV-118654,PO-218654,808.36,0.13,929.51,929.51,2025-08-20 04:03:25.142712,2025-09-19 04:03:25.142712,Vendor_1,ItemList,POList,1
INV-118655,PO-218655,661.35,0.12,740.71,740.71,2025-08-16 04:03:25.142721,2025-09-15 04:03:25.142721,Vendor_15,ItemList,POList,0
INV-118656,PO-218656,855.26,0.1,940.79,940.79,2025-08-18 04:03:25.142730,2025-09-17 04:03:25.142730,Vendor_9,ItemList,POList,0
INV-118657,PO-218657,783.25,0.09,853.74,853.74,2025-08-19 04:03:25.142735,2025-09-18 04:03:25.142735,Vendor_19,ItemList,POList,0
INV-118658,PO-218658,638.9,0.1,702.79,702.79,2025-08-26 04:03:25.142740,2025-09-25 04:03:25.142740,Vendor_6,ItemList,POList,0
INV-118659,PO-218659,965.01,0.08,1042.21,1042.21,2025-08-30 04:03:25.142745,2025-09-29 04:03:25.142745,Vendor_13,ItemList,POList,0
INV-118660,PO-218660,272.44,0.14,310.58,310.58,2025-08-17 04:03:25.142750,2025-09-16 04:03:25.142750,Vendor_20,ItemList,POList,0
INV-118661,PO-218661,949.04,0.13,1112.18,1112.18,2025-09-03 04:03:25.142755,2025-10-03 04:03:25.142755,Vendor_19,ItemList,POList,1
INV-118662,PO-218662,461.29,0.13,544.43,544.43,2025-08-11 04:03:25.142761,2025-09-10 04:03:25.142761,Vendor_20,ItemList,POList,1
INV-118663,PO-218663,575.56,0.09,627.36,627.36,2025-09-03 04:03:25.142771,2025-10-03 04:03:25.142771,Vendor_14,ItemList,POList,0
INV-118664,PO-218664,210.47,0.06,234.77,234.77,2025-08-08 04:03:25.142779,2025-09-07 04:03:25.142779,Vendor_20,ItemList,POList,1
INV-118665,PO-218665,586.1,0.12,656.43,656.43,2025-08-18 04:03:25.142786,2025-09-17 04:03:25.142786,Vendor_19,ItemList,POList,0
INV-118666,PO-218666,650.09,0.09,718.41,718.41,2025-08-20 04:03:25.142791,2025-09-19 04:03:25.142791,Vendor_13,ItemList,POList,1
INV-118667,PO-218667,997.93,0.14,1164.7,1164.7,2025-08-05 04:03:25.142796,2025-09-04 04:03:25.142796,Vendor_10,ItemList,POList,1
INV-118668,PO-218668,977.67,0.13,1104.77,1104.77,2025-08-13 04:03:25.142802,2025-09-12 04:03:25.142802,Vendor_18,ItemList,POList,0
INV-118669,PO-218669,969.76,0.06,1027.95,1027.95,2025-09-02 04:03:25.142811,2025-10-02 04:03:25.142811,Vendor_20,ItemList,POList,0
INV-118670,PO-218670,413.55,0.11,459.04,459.04,2025-08-29 04:03:25.142819,2025-09-28 04:03:25.142819,Vendor_20,ItemList,POList,0
INV-118671,PO-218671,992.14,0.12,1111.2,1111.2,2025-08-31 04:03:25.142828,2025-09-30 04:03:25.142828,Vendor_15,ItemList,POList,0
INV-118672,PO-218672,509.93,0.11,566.02,566.02,2025-08-17 04:03:25.142837,2025-09-16 04:03:25.142837,Vendor_3,ItemList,POList,0
INV-118673,PO-218673,866.65,0.1,982.59,982.59,2025-09-03 04:03:25.142842,2025-10-03 04:03:25.142842,Vendor_17,ItemList,POList,1
INV-118674,PO-218674,294.69,0.07,356.07,356.07,2025-08-21 04:03:25.142847,2025-09-20 04:03:25.142847,Vendor_10,ItemList,POList,1
INV-118675,PO-218675,555.25,0.07,594.12,594.12,2025-09-01 04:03:25.142852,2025-10-01 04:03:25.142852,Vendor_5,ItemList,POList,0
INV-118676,PO-218676,969.41,0.13,1095.43,1095.43,2025-08-24 04:03:25.142858,2025-09-23 04:03:25.142858,Vendor_18,ItemList,POList,0
INV-118677,PO-218677,952.33,0.05,1037.11,1037.11,2025-08-27 04:03:25.142863,2025-09-26 04:03:25.142863,Vendor_12,ItemList,POList,1
INV-118678,PO-218678,715.36,0.13,808.36,808.36,2025-08-23 04:03:25.142868,2025-09-22 04:03:25.142868,Vendor_19,ItemList,POList,0
INV-118679,PO-218679,818.03,0.1,899.83,899.83,2025-08-25 04:03:25.142873,2025-09-24 04:03:25.142873,Vendor_13,ItemList,POList,0
INV-118680,PO-218680,258.78,0.14,307.53,307.53,2025-08-09 04:03:25.142878,2025-09-08 04:03:25.142878,Vendor_19,ItemList,POList,1
INV-118681,PO-218681,749.49,0.15,861.91,861.91,2025-08-28 04:03:25.142883,2025-09-27 04:03:25.142883,Vendor_8,ItemList,POList,0
INV-118682,PO-218682,656.25,0.12,735.0,735.0,2025-08-13 04:03:25.142888,2025-09-12 04:03:25.142888,Vendor_5,ItemList,POList,0
INV-118683,PO-218683,182.4,0.09,198.82,198.82,2025-08-05 04:03:25.142893,2025-09-04 04:03:25.142893,Vendor_11,ItemList,POList,0
INV-118684,PO-218684,201.84,0.1,239.48,239.48,2025-08-06 04:03:25.142898,2025-09-05 04:03:25.142898,Vendor_19,ItemList,POList,1
INV-118685,PO-218685,197.6,0.07,247.65,247.65,2025-08-18 04:03:25.142903,2025-09-17 04:03:25.142903,Vendor_4,ItemList,POList,1
INV-118686,PO-218686,751.92,0.06,810.16,810.16,2025-08-31 04:03:25.142908,2025-09-30 04:03:25.142908,Vendor_10,ItemList,POList,1
INV-118687,PO-218687,227.54,0.11,293.71,293.71,2025-08-09 04:03:25.142914,2025-09-08 04:03:25.142914,Vendor_1,ItemList,POList,1
INV-118688,PO-218688,520.96,0.13,623.27,623.27,2025-08-05 04:03:25.142918,2025-09-04 04:03:25.142918,Vendor_17,ItemList,POList,1
INV-118689,PO-218689,421.28,0.08,484.12,484.12,2025-08-20 04:03:25.142924,2025-09-19 04:03:25.142924,Vendor_10,ItemList,POList,1
INV-118690,PO-218690,595.45,0.09,649.04,649.04,2025-08-10 04:03:25.142928,2025-09-09 04:03:25.142928,Vendor_19,ItemList,POList,0
INV-118691,PO-218691,735.83,0.11,850.76,850.76,2025-09-02 04:03:25.142934,2025-10-02 04:03:25.142934,Vendor_20,ItemList,POList,1
INV-118692,PO-218692,716.25,0.14,816.52,816.52,2025-08-10 04:03:25.142938,2025-09-09 04:03:25.142938,Vendor_7,ItemList,POList,0
INV-118693,PO-218693,563.97,0.06,607.3,607.3,2025-08-07 04:03:25.142943,2025-09-06 04:03:25.142943,Vendor_6,ItemList,POList,1
INV-118694,PO-218694,517.9,0.07,554.15,554.15,2025-08-24 04:03:25.142949,2025-09-23 04:03:25.142949,Vendor_7,ItemList,POList,0
INV-118695,PO-218695,458.03,0.14,551.82,551.82,2025-08-23 04:03:25.142954,2025-09-22 04:03:25.142954,Vendor_4,ItemList,POList,1
INV-118696,PO-218696,875.72,0.05,944.81,944.81,2025-08-09 04:03:25.142959,2025-09-08 04:03:25.142959,Vendor_6,ItemList,POList,1
INV-118697,PO-218697,397.77,0.12,445.5,445.5,2025-08-29 04:03:25.142964,2025-09-28 04:03:25.142964,Vendor_8,ItemList,POList,0
INV-118698,PO-218698,333.43,0.11,398.19,398.19,2025-09-02 04:03:25.142969,2025-10-02 04:03:25.142969,Vendor_10,ItemList,POList,1
INV-118699,PO-218699,768.98,0.09,838.19,838.19,2025-08-30 04:03:25.142974,2025-09-29 04:03:25.142974,Vendor_5,ItemList,POList,0
INV-118700,PO-218700,423.79,0.1,466.17,466.17,2025-08-18 04:03:25.142979,2025-09-17 04:03:25.142979,Vendor_14,ItemList,POList,0
INV-118701,PO-218701,862.3,0.14,983.02,983.02,2025-08-23 04:03:25.142984,2025-09-22 04:03:25.142984,Vendor_13,ItemList,POList,0
INV-118702,PO-218702,395.1,0.07,422.76,422.76,2025-08-06 04:03:25.142989,2025-09-05 04:03:25.142989,Vendor_19,ItemList,POList,0
INV-118703,PO-218703,731.75,0.07,803.17,803.17,2025-09-02 04:03:25.142994,2025-10-02 04:03:25.142994,Vendor_18,ItemList,POList,1
INV-118704,PO-218704,140.6,0.1,180.73,180.73,2025-08-19 04:03:25.142999,2025-09-18 04:03:25.142999,Vendor_2,ItemList,POList,1
INV-118705,PO-218705,447.01,0.09,487.24,487.24,2025-08-17 04:03:25.143004,2025-09-16 04:03:25.143004,Vendor_14,ItemList,POList,0
INV-118706,PO-218706,408.91,0.11,453.89,453.89,2025-08-10 04:03:25.143009,2025-09-09 04:03:25.143009,Vendor_20,ItemList,POList,0
INV-118707,PO-218707,835.01,0.14,996.66,996.66,2025-08-30 04:03:25.143014,2025-09-29 04:03:25.143014,Vendor_1,ItemList,POList,1
INV-118708,PO-218708,970.35,0.14,1126.72,1126.72,2025-08-05 04:03:25.143019,2025-09-04 04:03:25.143019,Vendor_18,ItemList,POList,1
INV-118709,PO-218709,514.79,0.07,557.85,557.85,2025-08-13 04:03:25.143024,2025-09-12 04:03:25.143024,Vendor_16,ItemList,POList,1
INV-118710,PO-218710,842.35,0.08,926.28,926.28,2025-08-15 04:03:25.143029,2025-09-14 04:03:25.143029,Vendor_5,ItemList,POList,1
INV-118711,PO-218711,729.73,0.07,780.81,780.81,2025-08-20 04:03:25.143034,2025-09-19 04:03:25.143034,Vendor_13,ItemList,POList,0
INV-118712,PO-218712,970.65,0.14,1131.99,1131.99,2025-08-18 04:03:25.143039,2025-09-17 04:03:25.143039,Vendor_4,ItemList,POList,1
INV-118713,PO-218713,830.0,0.09,904.7,904.7,2025-08-14 04:03:25.143048,2025-09-13 04:03:25.143048,Vendor_15,ItemList,POList,0
INV-118714,PO-218714,169.73,0.09,214.01,214.01,2025-08-23 04:03:25.143053,2025-09-22 04:03:25.143053,Vendor_14,ItemList,POList,1
INV-118715,PO-218715,741.95,0.13,862.63,862.63,2025-08-23 04:03:25.143058,2025-09-22 04:03:25.143058,Vendor_1,ItemList,POList,1
INV-118716,PO-218716,581.95,0.1,640.15,640.15,2025-08-12 04:03:25.143064,2025-09-11 04:03:25.143064,Vendor_15,ItemList,POList,0
INV-118717,PO-218717,114.79,0.06,121.68,121.68,2025-08-20 04:03:25.143069,2025-09-19 04:03:25.143069,Vendor_6,ItemList,POList,0
INV-118718,PO-218718,326.18,0.09,397.73,397.73,2025-08-16 04:03:25.143074,2025-09-15 04:03:25.143074,Vendor_7,ItemList,POList,1
INV-118719,PO-218719,929.58,0.11,1031.83,1031.83,2025-08-10 04:03:25.143079,2025-09-09 04:03:25.143079,Vendor_10,ItemList,POList,0
INV-118720,PO-218720,933.46,0.12,1045.48,1045.48,2025-08-07 04:03:25.143084,2025-09-06 04:03:25.143084,Vendor_18,ItemList,POList,0
INV-118721,PO-218721,818.97,0.11,909.06,909.06,2025-08-10 04:03:25.143089,2025-09-09 04:03:25.143089,Vendor_8,ItemList,POList,0
INV-118722,PO-218722,983.6,0.06,1088.8,1088.8,2025-08-10 04:03:25.143094,2025-09-09 04:03:25.143094,Vendor_17,ItemList,POList,1
INV-118723,PO-218723,825.89,0.08,918.87,918.87,2025-08-07 04:03:25.143099,2025-09-06 04:03:25.143099,Vendor_20,ItemList,POList,1
INV-118724,PO-218724,109.18,0.12,130.7,130.7,2025-08-16 04:03:25.143104,2025-09-15 04:03:25.143104,Vendor_8,ItemList,POList,1
INV-118725,PO-218725,359.05,0.14,433.26,433.26,2025-08-15 04:03:25.143109,2025-09-14 04:03:25.143109,Vendor_11,ItemList,POList,1
INV-118726,PO-218726,127.56,0.05,133.94,133.94,2025-08-31 04:03:25.143119,2025-09-30 04:03:25.143119,Vendor_20,ItemList,POList,0
INV-118727,PO-218727,184.7,0.05,207.09,207.09,2025-08-10 04:03:25.143125,2025-09-09 04:03:25.143125,Vendor_12,ItemList,POList,1
INV-118728,PO-218728,296.96,0.11,347.38,347.38,2025-08-31 04:03:25.143130,2025-09-30 04:03:25.143130,Vendor_8,ItemList,POList,1
INV-118729,PO-218729,553.2,0.1,651.0,651.0,2025-08-30 04:03:25.143135,2025-09-29 04:03:25.143135,Vendor_17,ItemList,POList,1
INV-118730,PO-218730,862.78,0.07,923.17,923.17,2025-09-01 04:03:25.143141,2025-10-01 04:03:25.143141,Vendor_5,ItemList,POList,0
INV-118731,PO-218731,875.77,0.1,963.35,963.35,2025-08-12 04:03:25.143146,2025-09-11 04:03:25.143146,Vendor_18,ItemList,POList,0
INV-118732,PO-218732,654.58,0.15,752.77,752.77,2025-08-29 04:03:25.143151,2025-09-28 04:03:25.143151,Vendor_1,ItemList,POList,0
INV-118733,PO-218733,935.36,0.11,1067.34,1067.34,2025-08-23 04:03:25.143159,2025-09-22 04:03:25.143159,Vendor_10,ItemList,POList,1
INV-118734,PO-218734,550.06,0.09,599.57,599.57,2025-08-20 04:03:25.143167,2025-09-19 04:03:25.143167,Vendor_1,ItemList,POList,0
INV-118735,PO-218735,900.13,0.13,1017.15,1017.15,2025-08-22 04:03:25.143175,2025-09-21 04:03:25.143175,Vendor_12,ItemList,POList,0
INV-118736,PO-218736,508.66,0.07,586.55,586.55,2025-08-30 04:03:25.143183,2025-09-29 04:03:25.143183,Vendor_14,ItemList,POList,1
INV-118737,PO-218737,349.5,0.09,380.96,380.96,2025-08-30 04:03:25.143191,2025-09-29 04:03:25.143191,Vendor_4,ItemList,POList,0
INV-118738,PO-218738,924.77,0.1,1017.25,1017.25,2025-08-16 04:03:25.143199,2025-09-15 04:03:25.143199,Vendor_5,ItemList,POList,0
INV-118739,PO-218739,449.14,0.1,494.05,494.05,2025-08-19 04:03:25.143207,2025-09-18 04:03:25.143207,Vendor_19,ItemList,POList,0
INV-118740,PO-218740,553.06,0.14,630.49,630.49,2025-08-11 04:03:25.143215,2025-09-10 04:03:25.143215,Vendor_20,ItemList,POList,0
INV-118741,PO-218741,395.97,0.08,477.0,477.0,2025-08-16 04:03:25.143224,2025-09-15 04:03:25.143224,Vendor_14,ItemList,POList,1
INV-118742,PO-218742,696.55,0.06,767.88,767.88,2025-08-28 04:03:25.143233,2025-09-27 04:03:25.143233,Vendor_11,ItemList,POList,1
INV-118743,PO-218743,995.53,0.14,1180.96,1180.96,2025-08-17 04:03:25.143241,2025-09-16 04:03:25.143241,Vendor_1,ItemList,POList,1
INV-118744,PO-218744,122.96,0.07,131.57,131.57,2025-08-31 04:03:25.143251,2025-09-30 04:03:25.143251,Vendor_18,ItemList,POList,0
INV-118745,PO-218745,909.86,0.09,1027.5,1027.5,2025-08-29 04:03:25.143260,2025-09-28 04:03:25.143260,Vendor_5,ItemList,POList,1
